focal_district,district
Thanjavur,Nagapattinam
Thanjavur,Pudukkottai
Thanjavur,Thiruvarur
Theni,Dindigul
Theni,Madurai
Theni,Virudhunager
Thiruvananthapuram,Kollam
Thiruvananthapuram,Tirunelveli
Thiruvananthapuram,Kanyakumari
Thiruvannamalai,Vellore
Thiruvannamalai,Kanchipuram
Thiruvannamalai,Villupuram
Thiruvannamalai,Dharmapuri
Thiruvannamalai,Krishnagiri
Thoothukudi,Virudhunagar
Thoothukudi,Ramanathapuram
Thoothukudi,Tirunelveli
Thrissur,Palakkad
Thrissur,Coimbatore
Thrissur,Ernakulam
Thrissur,Malappuram
Tikamgarh,Chhatarpur
Tikamgarh,Lalitpur
Tikamgarh,Jhansi
Tiruchirappalli,Namakkal
Tiruchirappalli,Salem
Tiruchirappalli,Perambalur
Tiruchirappalli,Ariyalur
Tiruchirappalli,Karur
Tiruchirappalli,Thanjavur
Tiruchirappalli,Dindigul
Tiruchirappalli,Madurai
Tiruchirappalli,Sivaganga
Tiruchirappalli,Pudukkottai
Tirunelveli,Virudhunagar
Tirunelveli,The Western Ghats
Tirunelveli,Kanyakumari
Tirunelveli,Thoothukudi
Tirupur,Idukki
Tirupur,Karur
Tirupur,Dingigul
Tirupur,Coimbatore
Tirupur,Erode
Tirupur,Coimbatore
Tirupur,Erode
Tirupur,Karur
Tirupur,Dindigul
Thiruvallur,Vellore
Thiruvallur,Chennai
Thiruvallur,Kanchipuram
Thiruvallur,Chittoor
Thiruvannamalai,Vellore
Thiruvannamalai,Vellore
Thiruvannamalai,Kanchipuram
Thiruvannamalai,Krishnagiri
Thiruvannamalai,Villupuram
Thiruvannamalai,Dharmapuri
Thiruvannamalai,Dharmapuri
Thiruvannamalai,Viluppuram
Thiruvannamalai,Krishnagiri
Thiruvannamalai,Kanchipuram
Tonk,Jaipur
Tonk,Sawai Madhopur
Tonk,Kota
Tonk,Bundi
Tonk,Bhilwara
Tonk,Ajmer
Tumkur,Chitradurga
Tumkur,Chikkamagaluru
Tumkur,Hassan
Tumkur,Mandya
Tumkur,Ramanagara
Tumkur,Bangalore
Tumkur,Chikkaballapura
Tumkur,Anantapur
Udaipur,Sirohi
Udaipur,Pali
Udaipur,Rajsamand
Udaipur,Chittaurgarh
Udaipur,Banswara
Udaipur,Dungarpur
Udhampur,Ramban
Udhampur,Reasi
Udhampur,Jammu
Udhampur,Samba
Udhampur,Kathua
Udhampur,Doda
Udupi,Uttara Kannada
Udupi,Uttara Kannada
Udupi,Dakshina Kannada
Udupi,Dakshina Kannada
Udupi,Shivamogga
Udupi,Shivamogga
Udupi,Chikamagalur
Udupi,Chikamagalur
Ujjain,Indor
Ujjain,Dhar
Ujjain,Ratlam
Ujjain,Shajapur
Ujjain,Dewas
"Kangra, Hamirpur, and Una","Kangra, Hamirpur, and Una"
"Kangra, Hamirpur, and Una","Kangra, Hamirpur, and Una"
"Kangra, Hamirpur, and Una",Hoshiarpur
Unnao,Kanpur Nagar
Unnao,Hardoi
Unnao,Lucknow
Unnao,Raebareli
Unnao,Fatehpur
West Dinajpur,Panchagarh
West Dinajpur,Thakurgaon
West Dinajpur,Dinajpur
West Dinajpur,Kishanganj
West Dinajpur,Purnia and Katihar
West Dinajpur,Purnia and Katihar
West Dinajpur,Darjeeling
West Dinajpur,Jalpaiguri
West Dinajpur,Malda
West Dinajpur,Dakshin Dinajpur
Vadodara,Panchmahal
Vadodara,Alirajpur
Vadodara,Narmada
Vadodara,Anand
"Muzaffarpur, Sitamhari, and Vaishali","Muzaffarpur, Sitamhari, and Vaishali"
"Muzaffarpur, Sitamhari, and Vaishali","Saran, Siwan, and Gopalganj"
"Muzaffarpur, Sitamhari, and Vaishali",Patna and Nalanda
"Muzaffarpur, Sitamhari, and Vaishali","Darbhanga, Samastipur, and Madhubani"
Valsad,Anand
Valsad,Dahod
Valsad,Narmada
Valsad,Navsari
Valsad,Porbandar
Varanasi,Jaunpur
Varanasi,Ghazipur
Varanasi,Sant Ravidas Nagar
Varanasi,Chandauli
Varanasi,Mirzapur
Vellore,Thiruvallur
Vellore,Kanchipuram
Vellore,Thiruvannamalai
Vellore,Krishnagiri
Vidisha,Ashoknagar
Vidisha,Sagar
Vidisha,Raisen
Vidisha,Sehore and Bhopal
Vidisha,Guna
Viluppuram,Salem
Viluppuram,Dharmapuri
Viluppuram,Cuddalore
Viluppuram,Perambalur
Viluppuram,Thiruvannamalai
Viluppuram,Pondicherry
Virudhunagar,Theni
Virudhunagar,Madurai
Virudhunagar,Sivaganga
Virudhunagar,Ramanathapuram
Virudhunagar,Thoothukudi
Virudhunagar,Tirunelveli
Virudhunagar,Idukki
Visakhapatnam,East Godavari
Visakhapatnam,Malkangiri
Visakhapatnam,Koraput
Visakhapatnam,Vizianagaram
Vizianagaram,Srikakulam
Vizianagaram,Visakhapatnam
Vizianagaram,Koraput
Warangal,Karimnagar
Warangal,Bijapur
Warangal,Chhattisgarh
Warangal,Medak
Warangal,Nalgonda
Wardha,Chindwada
Wardha,Seoni
Wardha,Bhandara
Wardha,Chanda
Wardha,Nagpur
Washim,Akola
Washim,Amravati
Washim,Buldhana
Washim,Hingoli
Washim,Yavatmal
Champaran,Maharajganj
Champaran,Nepal
Champaran,Kushinagar
Champaran,"Saran, Siwan, and Gopalganj"
Champaran,Champaran
West Garo Hills,East Garo Hills
West Garo Hills,South Garo Hills
West Garo Hills,Goalpara
West Garo Hills,Bangladesh
West Godavari,Khammam
West Godavari,East Godavari
West Godavari,Krishna
Yadgir,Abbe Tumkar
Yadgir,Khanapur
Bilaspur,Dhamtara
Janjgir-Champa,Dhamtara
Mahasamund,Dhamtara
Nabarangpur,Dhamtara
Dhamtara,Bilaspur
Dhamtara,Bastar
Dhamtara,Raigarh
Dhamtara,Durg
